Wavelength (um) Half bin width (um) Transit depth (Rp/Rs)^2 Transit depth uncertainty
4.38963295 0.00902105 2.29148528E-02 1.69028009E-04
4.40761472 0.00898116 2.29152655E-02 1.72644060E-04
4.42551945 0.00894282 2.29802512E-02 1.73131263E-04
4.44334667 0.00890384 2.26345639E-02 1.75240817E-04
4.46109771 0.00886626 2.20503932E-02 1.74676635E-04
4.47877369 0.00882842 2.24652830E-02 1.78277233E-04
4.49637467 0.00879144 2.25057902E-02 1.78734085E-04
4.51390262 0.00875464 2.20405159E-02 1.81412410E-04
4.53135707 0.00871840 2.18181593E-02 1.83919157E-04
4.54874012 0.00868238 2.22352368E-02 1.88922895E-04
4.56605148 0.00864710 2.19753094E-02 1.90020241E-04
4.58759185 0.01290451 2.18955449E-02 1.57519146E-04
4.61329754 0.01282686 2.18113099E-02 1.62551324E-04
4.63884943 0.01275046 2.17345887E-02 1.60410359E-04
4.66424967 0.01267524 2.17106721E-02 1.62002060E-04
4.68950100 0.01260115 2.18405536E-02 1.64442596E-04
4.71460572 0.01252820 2.20017867E-02 1.68255950E-04
4.73956610 0.01245637 2.18826835E-02 1.72336022E-04
4.76438434 0.01238564 2.19101711E-02 1.69927539E-04
4.78906262 0.01231600 2.18944041E-02 1.70248912E-04
4.81360302 0.01224745 2.18938968E-02 1.77804759E-04
4.83800731 0.01217995 2.17137395E-02 1.85419198E-04
4.86227786 0.01211338 2.17906885E-02 1.82653475E-04
4.88641677 0.01204762 2.16831292E-02 1.80950533E-04
4.91042594 0.01198297 2.15451821E-02 1.89176516E-04
4.93430661 0.01191906 2.17209481E-02 1.90784201E-04
4.95806092 0.01185647 2.18262866E-02 1.91965062E-04
4.98169066 0.01179440 2.17097716E-02 1.92079796E-04
5.00519800 0.01173322 2.15523135E-02 1.98456455E-04
5.03246967 0.01555076 2.13669895E-02 1.73567507E-04
5.06343932 0.01544548 2.17728001E-02 1.77180285E-04
5.09420097 0.01534218 2.15302330E-02 1.88007131E-04
5.12475795 0.01524053 2.15717705E-02 1.84848914E-04
5.15511386 0.01514082 2.17123581E-02 1.90025853E-04
5.18527251 0.01504279 2.14930734E-02 1.94539757E-04
5.21523723 0.01494642 2.15300929E-02 1.90961058E-04
5.24501131 0.01485168 2.17557163E-02 1.98344152E-04
5.27459796 0.01475846 2.16939920E-02 1.98163800E-04
5.30766205 0.01831936 2.14791530E-02 1.84509976E-04
5.34413158 0.01817903 2.14087296E-02 2.09631023E-04
