# Target: WASP-96b
# Instrument: NIRISS/SOSS
# Pipeline: LPs pipeline
# 1D Extraction : BOX
# Author: Coulombe
# Date: 2022-08-08T00:00:00
wave,wave_error,dppm,dppm_err,order
0.6250224196776056,0.0034743663645991907,15027.656673779364,142.4048003371677,2
0.6320207981865054,0.0034991892544498082,14678.820307289336,149.57758271146625,2
0.6390692126538526,0.0035242072336736374,14615.20842428392,204.65108191387057,2
0.6461675716167885,0.0035491794814679345,14855.524854024663,185.80024665001227,2
0.6533153691115285,0.003573898747370019,15243.987374404733,159.40942850311123,2
0.660511775162053,0.0035982030252622588,15104.874400046438,146.54611483191434,2
0.6677556917866936,0.0036219583123202614,15013.976780990708,135.2914487344459,2
0.6750457930271689,0.0036450506202376776,15020.484785205812,134.01053095060752,2
0.682380602910118,0.00366740494147455,15298.63540039556,131.34969085442864,2
0.6897585319308172,0.0036889645103496127,15127.305884322555,139.51212490490337,2
0.6971778971631895,0.003709682616186205,14970.715408767144,162.6631144167125,2
0.7048571376669329,0.003839620251871678,15035.560433562185,186.8991533608595,2
0.7127974895284308,0.003970175930748887,15316.061822105345,144.25841689923791,2
0.7207783050887789,0.003990407780174121,15236.451626232643,168.58156158421963,2
0.7287975647972428,0.004009629854231922,15198.953137211174,137.91811018633396,2
0.7368533016964949,0.004027868449625993,15325.619846885904,181.64602244723824,2
0.7449436202277313,0.0040451592656182145,15029.067138024344,156.37314566071242,2
0.7530667089864358,0.004061544379352244,14929.349432398956,140.6801190652135,2
0.7612208465945468,0.004077068804055561,15118.737909424526,139.24956306671825,2
0.7694044004972665,0.004091776951359871,15277.823040102085,154.84313572009748,2
0.7778444476202683,0.004220023561500863,15241.018097488255,170.7118881976472,2
0.7865415023150052,0.004348527347368458,14705.160984083774,157.78158267623346,2
0.79526641698971,0.00436245733735241,15130.119023609903,154.32484800425098,2
0.8040177441922921,0.004375663601291047,15117.819213422854,119.8223880076313,2
0.8127941323702441,0.004388194088976061,15222.17849503247,167.90372358589119,2
0.8215943425675177,0.004400105098636753,14789.221532483647,126.01747431527058,2
0.8304172220061329,0.004411439719307575,15168.202769926302,140.61322903131162,2
0.8394948351180419,0.004538806555954511,15182.070597279928,201.06704332797983,2
0.8488276513268372,0.004666408104397668,15421.831112576474,144.4680809136607,2
0.8478937547680223,0.007463719088228293,15141.442930103023,309.70031509616854,1
0.8628211929444788,0.007463719088228182,14982.542988356086,263.6019922289355,1
0.8758529487296888,0.006515877892604993,14802.19139415383,308.27176211565694,1
0.8891260585157104,0.006636554893010738,14578.01087365507,172.87070899298314,1
0.9021749654504942,0.006524453467391944,14813.438301831357,192.6414514887552,1
0.9154623735993479,0.006643704074426826,14585.983835862677,113.63091837654518,1
0.9285225591546749,0.0065300927776634765,15129.90932162894,226.93664284918708,1
0.9418273912653513,0.006652416055338173,15081.326533157679,199.90335329232227,1
0.9562451403139003,0.007208874524274433,15068.32926831494,172.37582622506383,1
0.9710511795575181,0.007403019621808893,15257.165549724168,338.53770937541736,1
