# Target: WASP-39b
               # Instrument: NIRISS/SOSS
               # Pipeline: nirHiss
               # 1D Extraction : Box
               # Author: feinstein
               # Date: 2022-08-11T06:37:10
wave,wave_err,dppm,dppm_err,order
0.7903,0.000215088873450342,20878.08116912202,508.28630000000004,2
0.7907,0.00021509859280099963,20887.01297413192,508.5384,2
0.7912,0.0002152229902304681,20879.26125600529,596.8641,2
0.7917,0.00021522299023041258,20875.986629548057,507.3804,2
0.7921,0.00021532747647867723,20863.73784055675,537.6821,2
0.7926,0.00021536243585590364,20889.973062742876,501.3376,2
0.793,0.00021542007673508445,20900.12839190028,570.6406,2
0.7935,0.00021549722740260568,20988.257464525814,493.4714,2
0.7939,0.00021551151277521274,21080.649407850764,551.4273000000001,2
0.7944,0.00021563022059900572,21102.484089390706,511.34729999999996,2
0.7949,0.00021563022059900572,21024.43679477175,521.2093,2
0.7953,0.00021573836058236262,21011.780746521043,492.77230000000003,2
0.7958,0.00021576734447309454,21098.94777198859,539.6835,2
0.7962,0.00021583090300442143,21132.015096512823,576.4895,2
0.7967,0.00021590219692546597,21109.892539983844,487.8883,2
0.7971,0.00021592258980807078,21025.97560031717,538.2911999999999,2
0.7976,0.00021603337828518532,21101.339343315598,671.8004,2
0.7981,0.00021603337828518532,20953.412480620096,630.3932,2
0.7985,0.00021614653413543072,20889.137175251806,514.3731,2
0.799,0.00021616792769657556,20889.343854732953,559.962,2
0.7994,0.00021623926759595236,20976.521272412963,551.7437,2
0.7999,0.0002163030457736359,20856.72919535554,1038.4514000000001,2
0.8004,0.00021633112857322168,20810.64800191028,962.2828000000001,2
0.8008,0.00021643281229921651,20862.78935289699,955.2037,2
0.8013,0.00021643281229921651,20943.957127753987,1226.4788,2
0.8017,0.00021655199931053248,20933.62847107314,1071.4325999999999,2
0.8022,0.0002165643327102229,20928.70514423408,1067.5451,2
0.8027,0.0002166449789021141,20954.867533441855,1140.008,2
0.8031,0.00021669931859336078,20916.932306982002,1110.0596,2
0.8036,0.00021673662469184896,20877.644515084652,1123.8874,2
0.804,0.00021682791726063133,20871.674487770913,1072.1958,2
0.8045,0.00021682791726057582,21113.813700021507,581.5936,2
0.8049,0.00021695467754712094,21083.88704722772,569.9571,2
0.8054,0.00021695672285604317,20989.200947657206,597.3322,2
0.8059,0.0002170488142771987,20914.45625250033,582.6831,2
0.8063,0.00021709224830129825,20899.686274035197,494.75530000000003,2
0.8068,0.00021714008753914715,20938.920383652883,597.4361,2
0.8072,0.00021721936351010163,20931.94107772725,570.0721,2
0.8077,0.00021722886958169818,20980.620181111357,600.8629,2
0.8082,0.00021734691909552906,20939.855984975628,459.1585,2
0.8086,0.00021734691909552906,20966.939943319376,577.5833,2
0.8091,0.00021744859351890966,20854.967325765094,573.2315,2
0.8095,0.00021747827202467374,20806.75024958976,525.3284,2
0.81,0.000217539724938709,20865.44605670226,525.9692,2
0.8105,0.00021760765339218224,20900.26576136841,593.5508,2
0.8109,0.00021762986423262687,20937.916678698686,548.2105,2
0.8114,0.00021773295311433571,20996.797654806982,605.5187,2
0.8119,0.00021773295311433571,20963.872214219537,591.5636000000001,2
0.8123,0.0002178458472784084,20902.279890744023,571.7638000000001,2
0.8128,0.00021786111513505402,20987.18240290748,622.0651,2
0.8132,0.00021793707121170458,20962.184586888932,544.6463,2
0.8137,0.00021799077050688176,21004.38811320043,550.8379,2
0.8142,0.00021802725553277114,20961.588634380627,583.3346,2
0.8146,0.00021811565274226785,20971.97229387452,579.502,2
0.8151,0.00021811565274232336,21071.083604427684,595.7149,2
0.8155,0.00021824009728388383,21047.62474928242,569.9379,2
0.816,0.00021824012297361195,20991.005770994907,593.6411999999999,2
0.8165,0.00021833196540610444,20981.783317720543,593.6045,2
0.8169,0.00021836970863092775,21040.990362173565,604.7001,2
0.8174,0.00021842180853048898,21008.33059634156,618.5033,2
0.8178,0.00021849403891632813,21052.814276897698,584.8284000000001,2
